smart_183_raw,smart_184_raw,smart_187_raw,smart_189_raw,smart_190_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_242_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.477936323,-0.206475802,-0.477936323,-0.021970276,-0.021970276,-0.023835544,-0.524535879,0.164334598,-0.029277333,-0.008206208,-0.173470689
-0.013675555,-0.035232861,-0.02318687,-0.01362002,0.782587809,-0.626592882,0.782587809,-0.021970276,-0.021970276,-0.023835544,-0.547416202,-0.375591244,-0.029277333,-0.007909673,-1.02507948
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.982145975,1.360838894,-0.982145975,-0.021970276,-0.021970276,-0.023835544,-0.577764741,-0.375591244,-0.029277333,-0.008319214,-0.086179069
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.225831497,-0.66962614,-0.225831497,-0.021970276,-0.021970276,-0.023835544,-1.547060683,-0.303601131,-0.029277333,-0.008310747,-3.105094432
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.730041149,-0.568538916,-0.730041149,-0.021970276,-0.021970276,-0.023835544,-0.981414657,0.200329655,-0.029277333,-0.008247296,-0.015246037
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-1.234250802,2.434416062,-1.234250802,-0.021970276,-0.021970276,-0.023835544,0.921110046,0.488290104,-0.029277333,-0.004471815,1.605628743
-0.013675555,-0.035232861,0.02637337,-0.01362002,-0.225831497,-0.590227584,-0.225831497,-0.021970276,-0.021970276,-0.023835544,-0.671235938,-0.123625851,-0.029277333,-0.008254414,-0.500230026
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.730041149,-0.004336948,-0.730041149,-0.021970276,-0.021970276,-0.023835544,-0.303623651,0.236324711,-0.029277333,-0.008204507,0.305464748
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.225831497,-0.585244411,-0.225831497,-0.021970276,-0.021970276,-0.023835544,-0.293079107,-0.051635738,-0.029277333,-0.008337864,-0.908782299
-0.013675555,-0.035232861,-0.02318687,-0.01362002,-0.225831497,-0.591675077,-0.225831497,-0.021970276,-0.021970276,-0.023835544,-0.535442595,0.092344486,-0.029277333,-0.008272798,-0.496930816
-0.013675555,-0.035232861,-0.02318687,0.028317751,0.530482982,0.186862654,0.530482982,-0.021970276,-0.021970276,-0.023835544,0.302555021,0.272319767,-0.029277333,-0.008349693,1.218658808
-0.013675555,-0.035232861,-0.02318687,-0.01362002,0.278378156,-0.539019549,0.278378156,-0.021970276,-0.021970276,-0.023835544,-0.71426774,-0.159620907,-0.029277333,-0.008296154,-0.569238519
-0.013675555,-0.035232861,-0.02318687,-0.01362002,1.034692635,-0.625026742,1.034692635,-0.021970276,-0.021970276,-0.023835544,-0.658564206,-0.195615963,-0.029277333,-0.007908786,-1.025354414
-0.013675555,-0.035232861,-0.02318687,-0.01362002,0.782587809,9.706526554,0.782587809,-0.021970276,-0.021970276,-0.023835544,-0.577020852,0.05634943,-0.029277333,-0.008316789,-1.331356218
